cd5438ae-d14b-23c3-d99b-e526378da32c,1,tag12
c7ee05f6-a836-6501-bf41-bb55198d40fe,4,tag12
0fa223cd-88ef-eb0a-17ab-7dad58a80ca3,1,tag12
0f7206b0-9e3d-ad92-c27c-e95db4fc0a53,1,tag12
63030330.1838485989572003000.1562559635399.8638,1,tag12
951b8cf6-71fb-67f5-1c2a-9cc37b168c16,2,tag12
6adf7d0c-b69f-d50b-79c5-0b1479115c45,1,tag12
351fcc2b-03ce-4b3b-f2ad-0d0bd7b474e2,2,tag12
77216f13-8d52-a1cd-6d7c-9bfcc7b536f7,4,tag12
243016580.4024496697937509400.1562833634613.5754,1,tag12
432f9b42-33b1-e66a-41cc-eeab14112980,1,tag12
d72d6f94-5f36-617c-f94f-c79b18fdd6d3,1,tag12
8304b4cf-5049-a62f-af6d-f0fef6634c89,3,tag12
bbd38ee4-20cd-48a5-77fe-da5fcb5bd1b7,1,tag12
195298090.2830287520798972000.1562834274321.8916,2,tag12
41961bb4-6f1e-6de0-74ac-977fcde4772f,1,tag12
7faa04c0-9a60-a849-46a3-d9063cd31506,1,tag12
16035d2b-3081-a75c-7528-67c5f41575ae,1,tag12
87ecdf41-3cd7-8e3b-760a-aa5ce14bc134,1,tag12
9d937107-3314-8953-a234-fb7b8ae40e67,2,tag12
48d6831e-974d-f3af-78f7-fc923def52bc,1,tag12
195298090.1207199453895611600.1556347497090.5227,2,tag12
243016580.1182512334077017900.1562635462807.5908,1,tag12
c2442886-2a7b-0fd9-bd2c-637d0d7dcdff,1,tag12
3e420f11-5439-e603-af09-86f407a7e3d2,1,tag12
69b570c3-3fb2-fd3f-5689-90cdd1499973,2,tag12
243016580.1153826906797871400.1562645646752.033,1,tag12
0da04374-c11e-50d7-b041-238cf1001cbd,2,tag12
6bc788a0-b48b-bb28-f268-c8ddf153313c,2,tag12
d9f40eb2-32fd-0526-bdb2-8474552c64ef,1,tag12
84941dd0-7a2c-9950-6fc2-753df46dae21,1,tag12
33e718c5-e3af-990e-7797-0cb226bad87a,1,tag12
3296938d-6707-3f65-0410-7f93a3817d57,1,tag12
289367c2-d129-160b-f83c-19e07b47b635,1,tag12
195298090.4061819761858906000.1562747109178.8262,1,tag12
0fd4d676-09f8-28c4-4766-cda9bcd60343,1,tag12
195298090.1492220336145769200.1562831828797.5442,5,tag12
204535180.1321262072848440800.1541730247603.861,1,tag12
6b5257b2-631c-c946-3a01-ac776e8964ef,1,tag12
96932991-c302-8dde-c9a9-3e28015f5f67,2,tag12
733ff8c9-de20-0eb2-8945-891d7fbe69dc,1,tag12
2b46288e-0550-bbff-0447-541d1b633dec,1,tag12
fc57a01f-3ecf-5300-545b-038b5c302fe6,2,tag12
195298090.1108436187048842900.1562727367415.6902,1,tag12
7caac46a-f992-a6c7-8a58-4560ab75ed16,1,tag12
162e326d-c31a-212c-eb9f-f014652fd317,2,tag12
c4dc2dd3-1dd2-bf69-b439-895af75fe588,5,tag12
195298090.649095651920700900.1562768084697.6257,5,tag12
28d132b7-9bff-97c2-e6c2-693b5cce9c5b,1,tag12
676dba2a-4b5f-7288-0b81-fa5f18281a58,1,tag12
6fea40a2-7aaa-2ec4-e4bf-786503d07db4,2,tag12
243016580.3980742511051350000.1562565993086.2366,1,tag12
bb8eaaaf-c488-f74e-db2a-c31bfb3a529b,2,tag12
42720a7b-dc1f-c764-c57d-d9e90dd5f42a,1,tag12
9f7b8555-13ab-e1b3-67a1-238907a63a32,1,tag12
39b6ebb0-8109-fe68-9642-78c3f218cb98,1,tag12
58e53c28-c26b-b2ea-7501-caea275a1a1d,1,tag12
e680e9de-ab87-b630-7c77-846d67d2970a,1,tag12
ae6b905d-56a1-6dd2-bdbc-989bee13250d,1,tag12
e19e3eea-8727-7359-1a71-153aa837bb01,4,tag12
c8d18b27-54da-02e8-bc85-388a9e82beb1,1,tag12
243016580.3401719787403171000.1562764134384.1914,1,tag12
61114e0e-8713-c365-ffaa-5db7b9b532da,1,tag12
78278e03-39c5-f334-28a5-d8a3dafb6dd6,1,tag12
34c3b0ec-9797-fefb-3e0a-5cff4a52ea76,3,tag12
195298090.1384643530123740200.1562566400806.808,2,tag12
06742987-ea4e-9b27-7eca-54a280d8e738,2,tag12
243016580.958822008532183300.1562600651897.1028,1,tag12
cf8b6a45-57e4-a343-3f1a-569db1471906,1,tag12
e0e6e1a9-3b46-1b9a-8292-09ae753fb3c4,1,tag12
195298090.857681638349459000.1562146682212.5066,3,tag12
a5009ac4-f97b-c99b-2662-3a624323994c,1,tag12
0180917a-a548-b1ad-2f9c-f8bc0063f99b,1,tag12
c960f306-2a4c-c5fe-f11d-616bf18089ad,1,tag12
67563592-ab3c-57ee-e91d-0308aa302210,1,tag12
b86837bd-490c-a441-1863-0627ad344064,2,tag12
3060286c-527f-2a73-3f04-ca0de453d66f,1,tag12
0d930cfb-88ed-5643-53d4-09c6441eeaf1,1,tag12
37d29c26-ec79-02c7-d622-81c696e58a5e,1,tag12
8438ee9c-0838-671a-36a8-4d7cbc32ef42,4,tag12
31c1496d-9f97-e42e-4da0-0ea10e91d9c2,1,tag12
fa8976d9-c7bc-c14a-92f3-db8a4b8b5bfd,3,tag12
1b0783ae-bd65-6bcd-abe5-1d29851187c4,1,tag12
7c118636-d2d2-954c-045f-c67ae1823c0f,9,tag12
7f74f271-305e-4906-64ca-3dc137af306c,1,tag12
195298090.961990096667321900.1562662639791.0183,2,tag12
6e327258-8553-5f9d-3162-e523c4bb28f9,2,tag12
68c0a52a-95a1-ac04-0d04-8b2078464216,1,tag12
867176d6-1997-a8ab-fcee-2a3f8805b5de,2,tag12
0e825901-550b-1264-ff14-1e3053cb6ed9,2,tag12
8a06116f-7e81-1990-6a36-e01ef38f67b4,7,tag12
ca2081c1-e0a4-7d75-f5d2-d123ac7caa93,1,tag12
195298090.3710983539529867300.1562830372492.454,2,tag12
ab874ccc-d196-d6dd-2088-a40224d2e686,1,tag12
21fcb95d-6e7e-2946-c375-6ac98e361653,1,tag12
f5c02f70-3d0c-873b-b14e-e15470b6b86c,2,tag12
195298090.1975535075913825000.1558597989086.146,6,tag12
254f12e1-38cf-5328-f42c-c17401d4288d,1,tag12
e99740ab-e11d-3557-cc4c-a05c787433bb,2,tag12
c9cddb82-700f-261f-fa95-2111a13400c0,2,tag12
3b10615a-c753-374b-af80-fe5632c0ceee,3,tag12
66a53d04-0ffa-f68c-a444-c18c8376c203,1,tag12
e2ced368-b6f9-38f6-f644-6a0e704f10ab,1,tag12
3bf7bd6d-4b61-f889-7c09-c95a269ad61a,2,tag12
243016580.96778989809457170.1562403701024.1624,1,tag12
204535180.2472850762667742700.1562810046764.6301,1,tag12
60c8f943-a527-ba47-d9c4-c771cee391eb,1,tag12
fd0d16f4-778e-ab42-8864-6fd6995f8290,3,tag12
bfed83cb-7e90-388d-77ef-ff202af7af30,1,tag12
acddce30-2ec8-f987-4060-37a3d2713276,1,tag12
d75dd0a0-752f-d84b-f582-e4493c389bf1,3,tag12
ffa02aea-406f-5d2b-de94-f40db7f8da00,1,tag12
c3cca955-7e9d-6341-c387-b71f0965203d,1,tag12
3075b8d9-f907-fc7a-d9b9-4a8fcaf7faa2,1,tag12
b2aa81e2-4a58-89a0-965c-8eb9d7092b03,1,tag12
5c27c5bb-907f-b8c5-4d4d-b0787d1da519,1,tag12
0b98935f-1ef8-e89d-03e0-de73b557a1ec,1,tag12
144ca899-6aae-d4ba-4c6c-e6f62fd49adf,1,tag12
4f55d3ad-a3c0-2bf3-50d3-4125f9844c0b,1,tag12
8109c51d-c7eb-6556-32b5-f99cd1a62b10,1,tag12
b0c1c287-acc5-6e04-1e82-e394327fdcbc,1,tag12
243016580.2490384419037168000.1562810800471.5574,1,tag12
3ab6cd3c-5391-b9e2-81e4-9f7e78cdd8bd,2,tag12
0169b84a-6809-2590-8b93-aa115c1d3bc4,1,tag12
8e264c57-3373-436f-a5e2-d6e0fc5c7f91,1,tag12
195298090.752770840933383700.1562594674278.907,1,tag12
748e2e34-4f82-40c2-1624-1c4ba8c5e783,2,tag12
9bbd64e8-2fbc-67a5-7a10-716f1f28fb17,1,tag12
243016580.2373548153155546600.1562573932398.4067,1,tag12
195298090.2777764758750153700.1562824217767.6724,2,tag12
d757f4ab-c24b-6837-b814-a9305efc2e00,1,tag12
195298090.2239023012933978400.1562824119133.976,9,tag12
3d55e093-cc3f-5a8e-794d-5bf3cc8cf886,1,tag12
dcd704c4-ac93-d92a-30ae-13e40760e3fd,1,tag12
195298090.1660844802262367500.1562749820342.878,2,tag12
a3640064-c75f-8274-1aae-7c82a71a124b,1,tag12
cb1ceea8-5e9a-f5d7-c1ec-1b6a9b743eaf,1,tag12
bdcc8e55-e454-78d4-17c3-e06327223798,7,tag12
